PLR,RT,MB
0.0,1.9669946080028025,0.19240922724981105
0.0,1.9574117687728514,0.18680809823546307
0.0,2.081490031454141,0.2200664641055567
0.0,1.5052374882171597,0.19446538877513536
0.0,1.5106137226481595,0.18777863029045092
0.0,1.51697684120331,0.1625765337980565
0.0,1.5535251461944144,0.2168738869313242
0.0,1.5028845244860858,0.18168639489509847
0.0,1.5716983281441286,0.2151971674336231
0.0,1.5146489481744567,0.18917455610421918
0.5,2.343132399985944,0.16717476683111052
0.5,1.9114835890175974,0.18617675151237872
0.5,1.6252861282036615,0.17922715493720198
0.5,2.2618500476904075,0.16289781933066516
0.5,1.7575582056697847,0.13848459669888497
0.5,2.314212696420476,0.1332370789049351
0.5,2.1732558116855585,0.13603757276977496
0.5,2.305720132278621,0.19446054129318824
0.5,2.0340664736778344,0.13799256197779403
0.5,1.9328037915797585,0.19073081543276302
3.0,2.875560758959571,0.10764949041272519
3.0,2.1249373993152276,0.10579021442113358
3.0,3.0039182810653564,0.11636095059612052
3.0,2.3901298148138563,0.10825884070307702
3.0,3.024202551007841,0.12156801943194048
3.0,1.5577249546880048,0.20959198295677067
3.0,2.791565522334294,0.11886110804646649
3.0,2.3367874600476735,0.1339659559301469
3.0,3.147715769316171,0.10620197535133143
3.0,2.5180211961084615,0.15678956605220593
5.0,1.8475107124296877,0.12275522435197107
5.0,3.0964100087036117,0.09058296686779445
5.0,2.456564579597374,0.13737482728995892
5.0,3.1322660282680768,0.10619379166021055
5.0,2.647020747640637,0.1413199228993227
5.0,2.9649250172908155,0.06766489965120837
5.0,3.0125453833489098,0.12636571508158387
5.0,3.2498362677130666,0.09543822994213229
5.0,2.284574941995071,0.14322095250075853
5.0,3.1279177221247165,0.09513756167983488
10.0,3.3853745420879235,0.08314315744786571
10.0,3.205628580629346,0.12011567701513537
10.0,3.769980742940454,0.0877774881522085
10.0,2.3817170896110618,0.1340046154395181
10.0,3.3624120200625764,0.10530442775429714
10.0,2.744824893350288,0.11308729551203686
10.0,3.868724118946249,0.08622747081964106
10.0,2.2311958361873407,0.11342488142027264
10.0,3.239723123332022,0.06926906190412596
10.0,2.575358265009259,0.1352959380284353
0.0,1.6449613966973797,0.17661341015288273
0.0,1.690569155264584,0.21983634478796307
0.0,1.554631294484545,0.18146838669284157
0.0,1.5806664815213858,0.19203695885626731
0.0,1.5215170926574653,0.18354205835574594
0.0,1.6036994096582355,0.20682412138159256
0.0,1.5023770678523323,0.22192682216495113
0.0,1.5419089415961136,0.21889624581167896
0.0,1.5113219553621011,0.18837181136644637
0.0,1.6694161916161425,0.25360558454910603
0.0,1.4774982478312193,0.20658387372697656
0.0,1.5148471160961872,0.2524004088454788
0.0,1.470849326103761,0.1853901851830773
0.0,1.6333271129505758,0.26259533617261416
0.0,1.5220886889940515,0.22990276396472276
0.0,1.5637978367864545,0.213317796819854
0.0,1.5372218841576846,0.22777994318079264
0.0,1.5797735221390128,0.23947286209783522
0.0,1.4642102333091536,0.24033612557289435
0.5,1.5507138076214182,0.25438044744213395
0.5,1.93989579506158,0.18380069643953403
0.5,1.8348828541166777,0.13014502978504036
0.5,1.926763531363325,0.16126230924828663
0.5,1.8360003932511726,0.1558605742563009
0.5,2.1058314411111017,0.16707225628395306
0.5,1.9110851710739096,0.2029517346073353
0.5,1.6622151694898857,0.18716765932991158
0.5,1.7894150300795313,0.14347585990035167
0.5,2.5212794001753323,0.1412959595835511
0.5,2.160864322580942,0.15115744224593936
0.5,2.2986048483897688,0.12158140636331019
0.5,2.361007782412487,0.13105122017814677
0.5,2.1676102386641474,0.1297263079749406
0.5,2.028879070620873,0.14013610987841285
0.5,2.4967161865952807,0.16670396552661426
0.5,2.105128523910524,0.172840415319098
0.5,1.9324047565605953,0.17820966752630166
0.5,2.0017076880308093,0.16487356835709566
0.5,1.4622557659052997,0.12812748827677026
3.0,3.2038754394046673,0.09416549439242947
3.0,2.832577808237187,0.11592517018545306
3.0,3.1010197326098936,0.12356429915743919
3.0,2.189837413962825,0.13121497890965292
3.0,2.928363106824382,0.1273466063369287
3.0,2.522373423669805,0.11783026954120127
3.0,2.7920199478409686,0.12917615895760343
3.0,2.4620798555511634,0.1660785861770749
3.0,3.072074938929724,0.08906132515664528
3.0,2.298157448675603,0.13302484902493283
3.0,2.9515895923566253,0.09580393945135239
3.0,2.5990776925722936,0.12345419212882419
3.0,2.9950725912358385,0.10495397594491573
3.0,2.5212440241154845,0.13025879874178217
3.0,2.881523214578305,0.11076457569582977
3.0,2.729543866264858,0.12721178513767442
3.0,2.7696860134136245,0.09478830162178142
3.0,1.4376976867914681,0.18915468914044548
3.0,2.974887432074301,0.11035928345958375
3.0,2.974887432074301,0.11035928345958375
5.0,2.259874004101171,0.14792135010300364
5.0,3.411800439095714,0.10661163671060968
5.0,2.468446977260851,0.12690922851169523
5.0,3.2885532175891217,0.08122415959340827
5.0,2.1307463149939174,0.12179348186862085
5.0,3.433479293147073,0.10492662851664361
5.0,2.7609489393519664,0.14031434328934378
5.0,3.416605195209322,0.08040234177851491
5.0,2.149819890801826,0.1947857558879823
5.0,3.600739959412558,0.09023019979514167
5.0,2.6011331654698733,0.13045689011319567
5.0,3.2360175460335343,0.10075173380059302
5.0,2.4989669384264013,0.12689306785274657
5.0,3.2162993043542203,0.09845812228062728
5.0,2.3935780096703367,0.22184873160141855
5.0,3.622531582764926,0.09364638265428736
5.0,2.82088534656476,0.13210404032155199
5.0,2.5261436892585873,0.06336727179994114
5.0,2.3787107267282286,0.11558686958398919
5.0,3.75464562402724,0.09306168648565574
10.0,3.3194739925750696,0.0811008720496547
10.0,2.778896936480189,0.11656626065457007
10.0,3.797898544550046,0.07710030651950814
10.0,2.954333824641846,0.11633626197894728
10.0,3.0879841629708293,0.08837473132561595
10.0,2.311642665792091,0.12036770394557904
10.0,3.522445513649041,0.08909408278279084
10.0,2.799016900249516,0.13055857331719073
10.0,3.809049330999781,0.08990955517243417
10.0,2.509904265434486,0.253602959390354
10.0,3.3268465028239533,0.0866517217487223
10.0,2.7457718477234314,0.13327808195184518
10.0,3.056302639380096,0.06941900631926806
10.0,2.4839393446344578,0.10837529268670512
10.0,3.138786445756853,0.08021456308933007
10.0,2.6006874150146375,0.12513025730392344
10.0,3.550816684836382,0.09762623557379291
10.0,2.310046329837746,0.11700870097210522
10.0,3.283165816157897,0.08840939249874287
10.0,2.48742135791445,0.2317956947823425
0.0,2.2697095196070443,0.2700920048245661
0.0,2.13747115867528,0.1327587643278271
0.0,1.972121058628247,0.18288077639841374
0.0,1.7315192456900472,0.20338428583369744
0.0,1.6052347938074825,0.24466381875531623
0.0,1.5172429564864238,0.17289591634646356
0.0,1.5499417384916905,0.22084304536805846
0.0,1.457426768593961,0.2432711727028322
0.0,1.5309922416523176,0.25701392461341355
0.0,1.5333561124403732,0.2095162098749004
0.0,1.7033140242388785,0.2642192178438157
0.0,1.4939807153430438,0.21925887947354308
0.0,1.6344658655103383,0.21289774673462722
0.0,1.4746524698438435,0.21659566156149626
0.0,1.6704341859466856,0.2792646452676632
0.0,1.5515374479207815,0.18993796965386633
0.0,1.64771271859124,0.23114540713984702
0.0,1.513578837263724,0.26556016858927023
0.0,1.7252289906297509,0.28287019510091027
0.0,1.441379686423836,0.2097028600963373
0.5,1.5284039934673848,0.24325059102045501
0.5,2.125298439460542,0.1660762600069363
0.5,2.1148241071308314,0.14250379389604487
0.5,2.2761142662744067,0.19077666515310618
0.5,1.686650412799845,0.15313375180565936
0.5,1.9965921209775457,0.17414480660401255
0.5,2.1307969921324137,0.17042930376025692
0.5,1.8839371998286714,0.1356343754741126
0.5,2.0495599403627622,0.18743058870778778
0.5,2.0234077627904656,0.1876780026466134
0.5,1.9910144822500297,0.16712802203421614
0.5,2.3799170317611535,0.14248254414508355
0.5,1.9902261498702427,0.14632149873567749
0.5,2.253650858975448,0.20429090565340804
0.5,2.0914036395480586,0.18709732980662788
0.5,2.4424919861718215,0.1658912072590854
0.5,2.106468025092237,0.15861680083129887
0.5,2.2279029985582426,0.1943672667901134
0.5,1.9929401113701588,0.19678816970297675
0.5,2.09526471032104,0.19834253102999197
3.0,3.1168116978164684,0.1110051366579767
3.0,2.4932304597527875,0.12810248049176445
3.0,3.1312354219533107,0.1036536044908648
3.0,2.8406462123624774,0.12209543666177508
3.0,2.9604790360189397,0.11033079128013634
3.0,2.1942111113050333,0.14608885711305428
3.0,2.7304156145538627,0.10864817449823455
3.0,2.2274390326964912,0.12460008035237942
3.0,2.9178338792765754,0.10684008571950213
3.0,2.422601669028846,0.13325175851274554
3.0,3.300780415942716,0.09481362638147885
3.0,2.167593308185733,0.11091218463432745
3.0,2.747913997573525,0.10591443553613522
3.0,2.5153323927692215,0.11959347313945284
3.0,3.0849170003222373,0.11245071699187857
3.0,2.818856497773215,0.15061492914920244
3.0,2.976751790556654,0.12823516552839623
3.0,2.4717975834687946,0.1492453470798127
3.0,2.5259385238190704,0.0845651115411585
3.0,2.7509181184446425,0.13299415539002551
5.0,2.081521651687629,0.12410071434624341
5.0,3.4781625441599964,0.09877465939586576
5.0,2.3163893402234974,0.1406788252236837
5.0,3.1575086229125855,0.12374861682498715
5.0,2.3723145141489277,0.11750746127626661
5.0,3.068661149406886,0.10279404298503837
5.0,2.279320697339675,0.23747055804095432
5.0,3.571257435759054,0.09306436147909096
5.0,2.4589063379750966,0.09543693250151017
5.0,3.2460221890260144,0.09730318839612062
5.0,2.2283305232176436,0.12085616528946164
5.0,3.8146357077094617,0.08981279082366508
5.0,2.6247654277281205,0.11459371886730098
5.0,3.5925229029139696,0.07557605123678988
5.0,2.447282416668989,0.10338166393824447
5.0,3.187244370534925,0.0902330193369283
5.0,2.68454538303987,0.1069992464272501
5.0,3.3283047026692105,0.09943804295206307
5.0,2.83084902415186,0.11133061812174828
5.0,3.05711239637064,0.08318455433990074
10.0,3.4391477053196917,0.08096457197876072
10.0,2.733432307362195,0.1270280345627195
10.0,3.3978866883563907,0.07980292351842642
10.0,2.4113404038360766,0.12553017517869194
10.0,4.009107683845663,0.08941489733315426
10.0,2.820530461141418,0.11325192677466539
10.0,3.2944476417075625,0.0891527728716764
10.0,2.4838406195179723,0.13181400894558554
10.0,3.1855601111093175,0.08457131240349675
10.0,2.8484976719583166,0.12960915854398636
10.0,3.0656270331580298,0.0672772499373212
10.0,2.9277803827708713,0.1277015399724148
10.0,3.615567521811983,0.09311245442807858
10.0,2.849753510526254,0.10142801081286341
10.0,3.0099272697456363,0.0722780653773868
10.0,2.417357942413019,0.25128062128269374
10.0,3.9693185181112898,0.0833953431402254
10.0,2.4195019918035583,0.11672051503331221
10.0,3.4955199564473722,0.08599299588830221
10.0,2.538752334294116,0.11567012699876825
0.0,1.7998440766472867,0.18945942291213738
0.0,1.7356932954247082,0.15979895166587824
0.0,1.839271067737701,0.20231567164612824
0.0,1.47913350288811,0.16722955894189806
0.0,1.4795967587065566,0.19961400439251104
0.0,1.5260861607567189,0.20065981445350273
0.0,1.5730109828287036,0.21063672400534816
0.0,1.5863313443747455,0.23224381623993082
0.0,1.589711127224809,0.22691510122065517
0.0,1.5296753711540478,0.2469190602406845
0.0,1.4693325320179662,0.24790582792362062
0.0,1.377160855308601,0.17310417901298145
0.0,1.5381108989482366,0.26260503286466796
0.0,1.4945886091690592,0.21813112528423093
0.0,1.6857618495427888,0.22490056397296682
0.0,1.478649362355657,0.1894509196296643
0.0,1.6612487232169555,0.28116687219566944
0.0,1.445029755985888,0.19244736941324897
0.0,1.6419090870038953,0.28672146692334816
0.0,1.5639600129518048,0.21419847424768387
0.5,1.59703084573262,0.23853192754637323
0.5,2.505115638981264,0.12352944743366373
0.5,2.2359151623029816,0.13512757769876266
0.5,1.9886866577866105,0.19650316840901008
0.5,2.2909890114545925,0.19760914148976733
0.5,2.0596475956309104,0.17720989361290235
0.5,2.0335664773506523,0.21613917214223502
0.5,1.8843686604143726,0.1643321861017226
0.5,1.948518207266834,0.18497048407291916
0.5,1.5791702813383768,0.19698496787677872
0.5,1.9059851077668688,0.1539890686243078
0.5,2.09018881669464,0.17816437904164897
0.5,2.242494101993426,0.16617299551226164
0.5,2.167847962105413,0.16003391190618654
0.5,2.189959686331961,0.20443473175133584
0.5,2.5007666075865247,0.1689867444761473
0.5,2.1311016124405238,0.16212389711307465
0.5,2.127269844842432,0.18004460962364363
0.5,2.0253580438199505,0.1530529097172823
0.5,2.3783016691408347,0.18242415310134885
3.0,2.8811458107557373,0.12299812665460515
3.0,2.2180760786352005,0.22521289522931343
3.0,3.252478647107672,0.09190470578310306
3.0,2.6632424335450633,0.12239941908955708
3.0,3.413180540200248,0.10405607413548762
3.0,2.368800695078084,0.12819255753187242
3.0,2.585150463784195,0.08440763633167835
3.0,2.3931037921165808,0.10555869123069318
3.0,3.0522939407702907,0.10877225177047828
3.0,2.426590699444505,0.12830595618467222
3.0,2.7218203238748315,0.06666127443237754
3.0,1.8744043073409806,0.1097421353443531
3.0,3.4578760390089465,0.10538117870496996
3.0,2.2835238116081937,0.18408350721290354
3.0,3.1923336555055104,0.11224999117911261
3.0,2.059924507535023,0.14100882500004572
3.0,3.0943568283474443,0.1092138065812867
3.0,2.4542256946245335,0.2221699007733342
3.0,2.7296929483778167,0.08687028423598776
3.0,2.6567579459752384,0.1578792386712341
5.0,2.2076964245294195,0.15670281724713137
5.0,3.600318041248479,0.09552424331980124
5.0,1.4962823541575545,0.24219458233738408
5.0,2.9309801893540803,0.08547865729290502
5.0,2.1098389694907937,0.14860000010162622
5.0,3.3369359680521216,0.09268098529252923
5.0,2.229373357353682,0.19456678492168467
5.0,3.3540983467230805,0.08797675634346541
5.0,2.4371417169308147,0.13590378697865105
5.0,3.3284526269054533,0.09084031897559405
5.0,2.354115928623994,0.14477919191877556
5.0,2.9308258319231624,0.07516131863863344
5.0,2.475942363250741,0.12877216162660693
5.0,3.375419291022888,0.09441143744041146
5.0,2.139074756269649,0.18374063721303058
5.0,3.445195566973347,0.09609831492799319
5.0,2.3834026548726004,0.12769636876135923
5.0,3.4080581709248703,0.09698252622711534
5.0,2.1203874727074465,0.18902738121161528
5.0,2.9151316201936828,0.08683489178085381
10.0,3.14549164080551,0.07084504775511297
10.0,2.316712679276143,0.10084875789515006
10.0,3.5305105796569234,0.08455351227927199
10.0,2.8242286232123326,0.1353426417429632
10.0,3.3164588257756242,0.07224195844473574
10.0,2.3106203955563616,0.1392606780214772
10.0,3.935283536367333,0.09050199282645613
10.0,2.4324055954593113,0.12083468757557626
10.0,2.718789019401493,0.0628655448795334
10.0,2.756522471166312,0.12855642941469742
10.0,3.2453784266920467,0.08388842628819272
10.0,3.0527866132718917,0.11987142900462837
10.0,3.695466523775009,0.09015188586719823
10.0,2.854190613375176,0.11543260169690367
10.0,3.671964662391638,0.0926980016624375
10.0,2.501029353160927,0.11015688337537302
10.0,2.764492552299631,0.0587364823668558
10.0,2.814218975964805,0.1277084943292744
10.0,3.6215206645328775,0.08720271705647187
10.0,2.568470659189237,0.11334893948955134
