PLR,RT,MB
0.0,5.069226855399913,1.6305069551277946
0.0,4.575878916883531,2.9307134128308188
0.0,4.908195338563262,1.2989350049078021
0.0,4.545168270359561,2.807191074262429
0.0,4.868617764681161,1.2537062987440295
0.0,4.525323771240191,2.899530349084811
0.0,4.723124617108353,1.3286573330198188
0.0,4.688016245429381,2.4649096898947365
0.0,5.222133602625668,1.5492700430202453
0.0,4.763323772757023,2.542901206335882
0.0,4.91508593086227,1.3510365914979476
0.0,4.507559403749847,2.8626287064340934
0.0,4.76553172776321,1.2067102838303718
0.0,4.581333597769754,2.9387389778251256
0.0,4.900777476097819,1.4778507620860923
0.5,4.890098518870805,0.923204550445686
0.5,4.451016057852744,2.121185745903988
0.5,4.760185513190134,1.1893277502430128
0.5,4.492196286130464,2.1752983050565757
0.5,4.664422828045328,1.1232862382486772
0.5,4.520907093267255,2.4500126007575886
0.5,4.72145139082047,1.2008553775980122
0.5,4.490851437756355,2.297312006011247
0.5,4.814770926069377,1.1069778933347074
0.5,4.479475805676456,2.152495868836232
0.5,4.81075335252287,1.3955082495737539
0.5,4.623219218610165,2.1397777259868107
0.5,4.941894840719978,1.062758117078807
0.5,4.512135308156894,2.052776100086401
0.5,4.706048156819306,1.254460327413969
3.0,5.172960411953277,0.4125537988152996
3.0,4.537450107532494,1.9870708032300208
3.0,5.254377725490535,0.40391158437952157
3.0,4.488960966828107,1.7434762770167669
3.0,5.125763160296201,0.37913423341577956
3.0,4.516789211005831,1.8528963390163877
3.0,5.074252603682629,0.4662325223938812
3.0,4.502809564122517,1.9281447314820161
3.0,5.123700161602716,0.4304589118617787
3.0,4.514350215034847,1.9487662574238518
3.0,5.286538240015923,0.4377786853966308
3.0,4.603310878625867,2.13583536599914
3.0,5.042145560851949,0.4282242393659342
3.0,4.62512515165699,1.7154805654717593
3.0,3.710935572946427,0.0
5.0,5.217488991154654,0.35525088409057803
5.0,4.522003002705099,1.9711088148136642
5.0,5.376297459017923,0.33385813089326793
5.0,4.5590713834075975,2.0395353608006923
5.0,5.447054010678408,0.31608704734208704
5.0,4.517293068302951,1.9527591250968166
5.0,5.232692387609563,0.34504124929228897
5.0,4.947069149312084,2.1071271810747687
5.0,5.347445791421165,0.3211903713192885
5.0,4.5579119957170695,1.9588011586178276
5.0,5.30815344344699,0.29415284791905816
5.0,4.581787265927695,2.2429543763599034
5.0,5.304031407530332,0.35506418925844047
5.0,4.5060787835851155,1.889655675247564
5.0,5.556910182442984,0.30137342717868754
10.0,5.740662812798042,0.23213694887560696
10.0,4.915121631842797,2.190900345132845
10.0,5.789192779510769,0.2735304446745215
10.0,4.515418056281294,1.9140914204717925
10.0,5.934520733825721,0.2730080612815942
10.0,4.582151689281014,1.9335342809503968
10.0,5.756813495867843,0.2239554607573086
10.0,4.50562491484219,1.9033769410057915
10.0,5.638678999548882,0.25496996457768784
10.0,4.5258113899538035,1.9248446737023
10.0,5.338065579762014,0.2703279647636464
10.0,4.497852755356593,1.9151523726701116
10.0,5.39824113690918,0.27243746728712404
10.0,4.5922729535588545,2.0637494634823836
10.0,5.530349206356835,0.2670403844449981
0.0,4.741039616637118,1.2024539129361926
0.0,4.596855545205816,2.4854507760784976
0.0,4.799790361909361,1.403329571602513
0.0,4.614133075637068,2.854946425200091
0.0,5.070950446158581,1.3175394060552388
0.0,4.5759410904809785,2.7615563990549243
0.0,4.99360883379952,1.2911229024883668
0.0,4.734630600975535,2.2185189486208277
0.0,4.991515606648469,1.421058450359835
0.0,4.575821403033403,2.8790275715620677
0.0,4.804111563170818,1.3684275208998706
0.0,4.5325450359696715,2.8838651238608426
0.0,4.832841467853167,1.2765966913820637
0.0,4.605876872190783,2.8215173261018323
0.0,4.848248299055298,1.3551144249958107
0.5,4.895503356236681,0.897471166134788
0.5,4.461427561385496,2.0081846522938362
0.5,4.777910419859254,1.0554314606704551
0.5,4.501537727033501,2.2731037110345857
0.5,4.840036724268236,1.056807567980645
0.5,4.560286620294087,2.5128621431438907
0.5,4.708055635730524,1.0885371501121648
0.5,4.534778397407003,2.2629805404535874
0.5,4.704283913526582,1.1893070100530438
0.5,4.484655206804389,2.1473517894810175
0.5,4.753599607412149,1.071272912407782
0.5,4.591088348816324,2.515368942857802
0.5,4.829103116191874,1.093322853381126
0.5,4.531105976415802,2.0808950073707266
0.5,4.800476389645392,1.2857092596800055
3.0,5.129482768136091,0.49225789953824045
3.0,5.286375043391909,0.39136927851647907
3.0,4.53855264269241,1.7917081932726027
3.0,5.098878976832387,0.487194608855439
3.0,4.481017004132038,1.8978797027765686
3.0,5.262062464981439,0.398031694137342
3.0,4.506472062696425,1.9277078142075907
3.0,5.043338858734695,0.3974705989011749
3.0,4.543272694198322,1.796938724102193
