PLR,skypeMetric
0.0,0.016046003610883847
0.0,0.01575915835256459
0.0,0.015285878064080514
0.0,0.014218012016350734
0.0,0.014588603508700147
0.5,0.01530870591260539
0.5,0.014731254220880518
0.5,0.015930057199525546
0.5,0.015304273291584571
0.5,0.014743863301609702
3.0,0.014792160828167814
3.0,0.014590949564800781
3.0,0.015814963208032617
3.0,0.015520450832523205
3.0,0.01575376627682785
5.0,0.01531573654333274
5.0,0.016184977712822266
5.0,0.01620133240069917
5.0,0.015811516304058332
5.0,0.015614801193950516
10.0,0.01638503844984676
10.0,0.017494276477077523
10.0,0.016464206850696418
10.0,0.017137835755731235
10.0,0.017629167942257717
0.0,0.015277821784291804
0.0,0.016160999752470144
0.0,0.015618203382267382
0.0,0.015704706415869813
0.0,0.016556104324644168
0.5,0.01602898206260092
0.5,0.01640834015053144
0.5,0.01607127965779236
0.5,0.015603979713361579
0.5,0.017298080430275725
3.0,0.01612884411106017
3.0,0.016643980519467843
3.0,0.016686426695819
3.0,0.01706243363858437
3.0,0.015974525248411052
5.0,0.016252349990712137
5.0,0.015907111560606122
5.0,0.01827593988799266
5.0,0.01585509040870687
5.0,0.016615655747039312
10.0,0.018234734552626246
10.0,0.016625228732557538
10.0,0.01725213653988177
10.0,0.017519417181937523
10.0,0.017310161620965686
0.0,0.016362229676270566
0.0,0.0159913015765987
0.0,0.015798417814857486
0.0,0.015800775885027582
0.0,0.015920474851706664
0.5,0.01534506005150641
0.5,0.01666332101126185
0.5,0.01620813888354367
0.5,0.017796526040603756
0.5,0.016286800127544077
3.0,0.01619547871218833
3.0,0.01458450653600093
3.0,0.015406565172468956
3.0,0.015466990694665715
3.0,0.016688087901097784
5.0,0.015093159110561288
5.0,0.01605647052772901
5.0,0.01730675724372089
5.0,0.015586996857295206
5.0,0.01685992292449522
10.0,0.015763266529184427
10.0,0.017974407997474764
10.0,0.018049038086274227
10.0,0.017149011655481772
10.0,0.017012422532155024
0.0,0.015855393545294003
0.0,0.016349011925338445
0.0,0.01585676091314936
0.0,0.01713927948362537
0.0,0.015062212064166447
0.5,0.015923628860540787
0.5,0.01579897011088134
0.5,0.01606581273669953
0.5,0.015019996738695978
0.5,0.016531309746617075
3.0,0.016686605538003448
3.0,0.017124226848625017
3.0,0.014583729360372036
