PLR,skypeMetric
3.0,0.01684808378690884
3.0,0.01591875245689029
5.0,0.01616608618494497
5.0,0.01567274371066958
5.0,0.01603872679778815
5.0,0.01613526784298824
5.0,0.016228859359170587
10.0,0.01612254392552014
10.0,0.0155185659283297
10.0,0.017638611242184993
10.0,0.01801286194050774
10.0,0.01905203797698424
0.0,0.015989919454600737
0.0,0.016497085312517062
0.0,0.015644391327461454
0.0,0.01603754477946117
0.0,0.016164814240864845
0.5,0.016268759872148507
0.5,0.015959664954765328
0.5,0.015966528885879086
0.5,0.015314862178406668
0.5,0.014933620894645052
3.0,0.01542197294090227
3.0,0.015135604713248148
3.0,0.015475170473867398
3.0,0.015841408115560934
3.0,0.01646848701420876
5.0,0.01616437277354231
5.0,0.016313846442830272
5.0,0.015969952369588966
5.0,0.016149979056248025
5.0,0.016401980571828685
10.0,0.0159839208768834
10.0,0.015278254132851417
10.0,0.01800085107831002
10.0,0.017912965702667538
10.0,0.017178427919133703
0.0,0.015689423523964723
0.0,0.01593627940678206
0.0,0.01676150561677846
0.0,0.016534899678733554
0.0,0.015805734685394684
0.5,0.01646198808703277
0.5,0.01647283424125688
0.5,0.016512651280859734
0.5,0.016239477368946254
0.5,0.016626760936042807
3.0,0.016475959013686325
3.0,0.017322530196506394
3.0,0.016158593464198668
3.0,0.0168947038910915
3.0,0.016534334696386526
5.0,0.016071807689053235
5.0,0.016020538037165674
5.0,0.0165832353946612
5.0,0.016261229588084944
5.0,0.015894427402535195
10.0,0.017241266779346554
10.0,0.01667852963775675
10.0,0.017635626520546722
10.0,0.017767899525756192
10.0,0.01749695313823733
0.0,0.015430013102842805
0.0,0.015890000000000005
0.0,0.016070299487203683
0.0,0.01591908494652416
0.0,0.016329270163369002
0.5,0.016199758697560324
0.5,0.016201626365322325
0.5,0.01696835279042858
0.5,0.016188053306451778
0.5,0.015485183550233188
3.0,0.016337666639463733
3.0,0.016656819090244974
3.0,0.016205596821991124
3.0,0.014779863256817788
3.0,0.016717040636760362
5.0,0.015850357176850186
5.0,0.016463432129043356
5.0,0.015429399737126285
5.0,0.016500366016686283
5.0,0.016024786509740575
10.0,0.016176685968817477
10.0,0.017005295408670705
10.0,0.017122946030634998
10.0,0.01846527418931996
10.0,0.016609064479956366
0.0,0.015085936211019123
0.0,0.014598083399940665
0.0,0.015350214519504479
0.0,0.015881708818430592
0.0,0.014762635475837806
0.5,0.0158159333405816
0.5,0.015229523961679557
0.5,0.015116811231256338
0.5,0.01551189667604212
0.5,0.015039444704539787
3.0,0.015133286288265239
3.0,0.015372385623957865
3.0,0.015245741081603276
3.0,0.01518414644209655
3.0,0.01564778968624794
5.0,0.015913032209161477
5.0,0.015363201881446768
5.0,0.015138241623140473
5.0,0.015998462391296993
5.0,0.01584082491945902
10.0,0.01515280382130394
10.0,0.016521935623543288
10.0,0.0162727704755956
10.0,0.015964266206453852
10.0,0.01533252537227517
0.0,0.01518177243988772
0.0,0.015014505528776966
0.0,0.015113829418851631
0.0,0.014839967417606811
0.0,0.014092255652882447
0.5,0.016034125438138057
0.5,0.014930738039435029
0.5,0.0157077374450638
0.5,0.015884918536445528
0.5,0.015452151434915963
3.0,0.016388447179105356
3.0,0.01627837370900617
3.0,0.016056574419814215
3.0,0.01559041393065327
3.0,0.01681719027716893
5.0,0.015864999999999997
5.0,0.015848727319254907
5.0,0.016178934116813645
5.0,0.01581193659681831
5.0,0.015174320770606488
10.0,0.01619835197154904
10.0,0.016342520614034652
10.0,0.015408484543677369
10.0,0.015283579122177824
10.0,0.016293841635970707
0.0,0.016446054175780832
0.0,0.01578512644362598
0.0,0.015625665361349118
0.0,0.015406665447629442
0.0,0.015804201124074976
0.5,0.016248372322658845
0.5,0.01614132061300966
0.5,0.016353680490280985
0.5,0.015920121446390736
0.5,0.015187658205300126
3.0,0.01569152915976172
3.0,0.015986650615060133
3.0,0.015146621393074038
3.0,0.015516325155912449
3.0,0.016307474125269877
5.0,0.015373146867566499
5.0,0.01637125120469176
5.0,0.01613612277923412
5.0,0.01652833064362458
5.0,0.015538256618324638
10.0,0.016410075006261612
10.0,0.017111754908462826
10.0,0.015883026509169066
10.0,0.017647570824324596
10.0,0.01837717598020962
