REFERENCE	 DEGRADED	 PESQMOS	 MOSLQO	 SAMPLE_FREQ	 MODE
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-3.wav	 4.018	 4.171	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-5.wav	 4.011	 4.165	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-10.wav	 4.040	 4.193	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-0-5.wav	 4.043	 4.196	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-3.wav	 4.030	 4.184	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-5.wav	 4.024	 4.178	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-10.wav	 3.985	 4.139	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-0-5.wav	 4.015	 4.168	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-3.wav	 4.051	 4.203	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-5.wav	 4.027	 4.181	 16000	nb
C:\Users\fha6np\Desktop\loss-0.wav	 C:\Users\fha6np\Desktop\loss-10.wav	 4.030	 4.184	 16000	nb
